refcode	metal	m_ox	totcharge	CN	N	geometry	min	coord_sphere	formula_ligs_list	TMC_formula	d_elec	elem_nr	groups	len_groups	name
LAXNUT	Fe	2	2	6	232	Octahedral	0.17	('S', 'S', 'S', 'S', 'S', 'S')	['H28-C14-S6']	H28-C14-S6-Fe	6	26	['LAXNUT']	1	Fe_2_6_Octahedral_['S', 'S', 'S', 'S', 'S', 'S']
LILYOW	Fe	2	1	6	278	Trigonal prismatic	4.34	('Br', 'N', 'N', 'N', 'N', 'N')	['Br', 'H19-C26-N5-O']	H19-C26-N5-O-Fe-Br	6	26	['LILYOW']	1	Fe_2_6_Trigonal prismatic_['Br', 'N', 'N', 'N', 'N', 'N']
MATHAT	Fe	2	0	6	218	Trigonal prismatic	5.32	('Cl', 'Cl', 'N', 'N', 'N', 'N')	['Cl', 'Cl', 'H14-C17-N6']	H14-C17-N6-Cl2-Fe	6	26	['MATHAT']	1	Fe_2_6_Trigonal prismatic_['Cl', 'Cl', 'N', 'N', 'N', 'N']
COSBIX	Fe	2	0	6	210	Trigonal prismatic	5.96	('Cl', 'Cl', 'N', 'N', 'N', 'N')	['Cl', 'Cl', 'H14-C18-N4']	H14-C18-N4-Cl2-Fe	6	26	['COSBIX']	1	Fe_2_6_Trigonal prismatic_['Cl', 'Cl', 'N', 'N', 'N', 'N']
QUKTAS	Fe	2	0	6	268	Trigonal prismatic	3.02	('Cl', 'Cl', 'N', 'N', 'N', 'N')	['Cl', 'Cl', 'H36-C24-N4']	H36-C24-N4-Cl2-Fe	6	26	['QUKTAS']	1	Fe_2_6_Trigonal prismatic_['Cl', 'Cl', 'N', 'N', 'N', 'N']
CUWQAP	Fe	2	0	6	318	Trigonal prismatic	4.01	('N', 'N', 'N', 'N', 'N', 'N')	['C-N-S', 'C-N-S', 'H28-C25-N8']	H28-C27-N10-S2-Fe	6	26	['CUWQAP']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
EKAKEI	Fe	2	2	6	276	Trigonal prismatic	6.18	('N', 'N', 'N', 'N', 'N', 'N')	['H11-C12-N5-O', 'H11-C12-N5-O']	H22-C24-N10-O2-Fe	6	26	['EKAKEI']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
XUYTAP	Fe	2	2	6	312	Trigonal prismatic	6.36	('N', 'N', 'N', 'N', 'N', 'N')	['H11-C14-N7', 'H11-C14-N7']	H22-C28-N14-Fe	6	26	['XUYTAP', 'XUYTET']	2	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
SAVZEX	Fe	2	2	6	284	Trigonal prismatic	6.45	('N', 'N', 'N', 'N', 'N', 'N')	['H13-C12-N3-O3', 'H13-C12-N3-O3']	H26-C24-N6-O6-Fe	6	26	['SAVZEX']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
GAYBUF	Fe	2	2	6	376	Trigonal prismatic	4.65	('N', 'N', 'N', 'N', 'N', 'N')	['H14-C20-N6', 'H14-C20-N6']	H28-C40-N12-Fe	6	26	['GAYBUF']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
MUJXAS	Fe	2	2	6	352	Trigonal prismatic	6.70	('N', 'N', 'N', 'N', 'N', 'N')	['H16-C15-N6-S', 'H16-C15-N6-S']	H32-C30-N12-S2-Fe	6	26	['MUJXAS']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
JOJQEE	Fe	2	2	6	428	Trigonal prismatic	6.98	('N', 'N', 'N', 'N', 'N', 'N')	['H19-C27-N3', 'H19-C27-N3']	H38-C54-N6-Fe	6	26	['JOJQEE']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
FEFCEB	Fe	2	2	6	408	Trigonal prismatic	5.50	('N', 'N', 'N', 'N', 'N', 'N')	['H21-C18-N9', 'H21-C18-N9']	H42-C36-N18-Fe	6	26	['FEFCEB']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
LOCTEF	Fe	2	2	6	300	Trigonal prismatic	5.61	('N', 'N', 'N', 'N', 'N', 'N')	['H21-C33-N5', 'H3-C2-N']	H24-C35-N6-Fe	6	26	['LOCTEF']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
BUNSAF	Fe	2	2	6	216	Trigonal prismatic	1.89	('N', 'N', 'N', 'N', 'N', 'N')	['H30-C20-N6']	H30-C20-N6-Fe	6	26	['BUNSAF']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
HUMBEX	Fe	2	4	6	198	Trigonal prismatic	3.81	('N', 'N', 'N', 'N', 'N', 'N')	['H36-C14-N8']	H36-C14-N8-Fe	6	26	['HUMBEX']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
KAFFOP	Fe	2	2	6	344	Trigonal prismatic	1.02	('N', 'N', 'N', 'N', 'N', 'N')	['H48-C36-N8']	H48-C36-N8-Fe	6	26	['KAFFOP']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N']
VAHGES	Fe	2	1	6	282	Trigonal prismatic	5.17	('N', 'N', 'N', 'N', 'N', 'O')	['H29-C27-N5', 'H3-C2-O2']	H32-C29-N5-O2-Fe	6	26	['VAHGES']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'O']
QEKXUA	Fe	2	0	6	316	Trigonal prismatic	3.44	('N', 'N', 'N', 'N', 'O', 'O')	['C-O3-F3-S', 'C-O3-F3-S', 'H20-C16-N4']	H20-C18-N4-O6-F6-S2-Fe	6	26	['QEKXUA']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'O', 'O']
EFEWAO	Fe	2	0	6	340	Trigonal prismatic	4.07	('N', 'N', 'N', 'N', 'O', 'O')	['C-O3-F3-S', 'C-O3-F3-S', 'H32-C18-N4']	H32-C20-N4-O6-F6-S2-Fe	6	26	['EFEWAO']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'O', 'O']
MATFUL	Fe	2	0	6	294	Trigonal prismatic	1.33	('N', 'N', 'N', 'N', 'O', 'O')	['C2-O2-F3', 'C2-O2-F3', 'H14-C17-N6']	H14-C21-N6-O4-F6-Fe	6	26	['MATFUL']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'O', 'O']
ODIDOX	Fe	2	2	6	332	Trigonal prismatic	6.21	('N', 'N', 'N', 'N', 'O', 'O')	['H12-C16-N2-O4', 'H12-C16-N2-O4']	H24-C32-N4-O8-Fe	6	26	['ODIDOX']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'N', 'N', 'O', 'O']
REGBUA	Fe	2	0	6	248	Trigonal prismatic	3.07	('N', 'N', 'S', 'S', 'S', 'S')	['H24-C20-N2-S4']	H24-C20-N2-S4-Fe	6	26	['REGBUA']	1	Fe_2_6_Trigonal prismatic_['N', 'N', 'S', 'S', 'S', 'S']
WOJLUC	Fe	2	2	7	250	Capped trigonal prismatic	2.40	('N', 'N', 'N', 'N', 'N', 'N', 'N')	['H33-C24-N7']	H33-C24-N7-Fe	6	26	['WOJLUC']	1	Fe_2_7_Capped trigonal prismatic_['N', 'N', 'N', 'N', 'N', 'N', 'N']
HOGFIV	Fe	2	0	7	364	Capped trigonal prismatic	1.79	('N', 'N', 'N', 'N', 'O', 'O', 'O')	['C-O3-F3-S', 'C-O3-F3-S', 'H24-C22-N4-O']	H24-C24-N4-O7-F6-S2-Fe	6	26	['HOGFIV']	1	Fe_2_7_Capped trigonal prismatic_['N', 'N', 'N', 'N', 'O', 'O', 'O']
XEZMEU	Fe	2	0	7	200	Pentagonal bipyramidal	0.27	('C', 'C', 'N', 'N', 'N', 'O', 'O')	['C-N', 'C-N', 'H21-C15-N3-O2']	H21-C17-N5-O2-Fe	6	26	['XEZMEU']	1	Fe_2_7_Pentagonal bipyramidal_['C', 'C', 'N', 'N', 'N', 'O', 'O']
NUKPAM01	Fe	2	0	7	240	Pentagonal bipyramidal	0.50	('N', 'N', 'N', 'N', 'N', 'N', 'N')	['C-N-S', 'C-N-S', 'H25-C16-N5']	H25-C18-N7-S2-Fe	6	26	['NUKPAM01', 'NUJZUP01']	2	Fe_2_7_Pentagonal bipyramidal_['N', 'N', 'N', 'N', 'N', 'N', 'N']
UBEXOQ	Fe	2	2	7	256	Pentagonal bipyramidal	2.24	('N', 'N', 'N', 'N', 'O', 'O', 'O')	['H2-O', 'H30-C22-N4-O4']	H32-C22-N4-O5-Fe	6	26	['UBEXOQ']	1	Fe_2_7_Pentagonal bipyramidal_['N', 'N', 'N', 'N', 'O', 'O', 'O']
KEHRAR	Fe	2	0	7	366	Pentagonal bipyramidal	0.71	('N', 'N', 'N', 'O', 'O', 'O', 'O')	['C-O3-F3-S', 'C-O3-F3-S', 'H27-C19-N3-O4']	H27-C21-N3-O10-F6-S2-Fe	6	26	['KEHRAR']	1	Fe_2_7_Pentagonal bipyramidal_['N', 'N', 'N', 'O', 'O', 'O', 'O']
QOMQOZ	Fe	2	1	7	254	Pentagonal bipyramidal	0.76	('N', 'N', 'N', 'O', 'O', 'O', 'O')	['H12-C18-N6', 'H4-C-O', 'H4-C-O', 'N-O3']	H20-C20-N7-O5-Fe	6	26	['QOMQOZ']	1	Fe_2_7_Pentagonal bipyramidal_['N', 'N', 'N', 'O', 'O', 'O', 'O']
KEHREV	Fe	2	2	7	238	Pentagonal bipyramidal	0.46	('N', 'N', 'N', 'O', 'O', 'O', 'O')	['H2-O', 'H2-O', 'H27-C19-N3-O4']	H31-C19-N3-O6-Fe	6	26	['KEHREV']	1	Fe_2_7_Pentagonal bipyramidal_['N', 'N', 'N', 'O', 'O', 'O', 'O']
SOTLET	Fe	2	0	7	322	Pentagonal bipyramidal	1.24	('N', 'N', 'N', 'O', 'O', 'S', 'S')	['H19-C21-N3-S2', 'O4-Cl', 'O4-Cl']	H19-C21-N3-O8-S2-Cl2-Fe	6	26	['SOTLET']	1	Fe_2_7_Pentagonal bipyramidal_['N', 'N', 'N', 'O', 'O', 'S', 'S']
NELGOA	Fe	2	2	8	332	Cube	0.32	('N', 'N', 'N', 'N', 'N', 'N', 'N', 'N')	['H18-C18-N4', 'H18-C18-N4']	H36-C36-N8-Fe	6	26	['NELGOA']	1	Fe_2_8_Cube_['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']
NAPYFE10	Fe	2	2	8	296	Dodecahedral	3.27	('N', 'N', 'N', 'N', 'N', 'N', 'N', 'N')	['H6-C8-N2', 'H6-C8-N2', 'H6-C8-N2', 'H6-C8-N2']	H24-C32-N8-Fe	6	26	['NAPYFE10']	1	Fe_2_8_Dodecahedral_['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']
HIDQUJ	Fe	2	2	8	328	Dodecahedral	1.47	('N', 'N', 'N', 'N', 'N', 'N', 'O', 'O')	['H13-C16-N5-O', 'H13-C16-N5-O']	H26-C32-N10-O2-Fe	6	26	['HIDQUJ']	1	Fe_2_8_Dodecahedral_['N', 'N', 'N', 'N', 'N', 'N', 'O', 'O']
UQAFAW	Fe	3	0	3	343	Trigonal planar	1.93	('C', 'C', 'N')	['H17-C12-N', 'H32-B-C26-N4']	H49-B-C38-N5-Fe	5	26	['UQAFAW']	1	Fe_3_3_Trigonal planar_['C', 'C', 'N']
RUXBIW	Fe	3	0	3	337	Trigonal planar	1.89	('N', 'N', 'N')	['H15-C10-N', 'H41-C29-N2']	H56-C39-N3-Fe	5	26	['RUXBIW']	1	Fe_3_3_Trigonal planar_['N', 'N', 'N']
HMSIAF13	Fe	3	0	3	293	Trigonal planar	0.00	('N', 'N', 'N')	['H18-C6-N-Si2', 'H18-C6-N-Si2', 'H18-C6-N-Si2']	H54-C18-N3-Si6-Fe	5	26	['HMSIAF13']	1	Fe_3_3_Trigonal planar_['N', 'N', 'N']
RUMNUK	Fe	3	0	3	389	Trigonal planar	0.00	('O', 'O', 'O')	['H23-C15-O', 'H23-C15-O', 'H23-C15-O']	H69-C45-O3-Fe	5	26	['RUMNUK']	1	Fe_3_3_Trigonal planar_['O', 'O', 'O']
JOQZAS	Fe	3	0	4	279	Seesaw	4.76	('Cl', 'N', 'N', 'N')	['Cl', 'H41-C29-N3']	H41-C29-N3-Cl-Fe	5	26	['JOQZAS']	1	Fe_3_4_Seesaw_['Cl', 'N', 'N', 'N']
MAKBUW	Fe	3	-1	4	255	Square planar	0.00	('N', 'N', 'N', 'N')	['H32-C28-N4']	H32-C28-N4-Fe	5	26	['MAKBUW']	1	Fe_3_4_Square planar_['N', 'N', 'N', 'N']
MAXVEN	Fe	3	-1	4	343	Square planar	0.00	('N', 'N', 'N', 'N')	['H48-C40-N4']	H48-C40-N4-Fe	5	26	['MAXVEN']	1	Fe_3_4_Square planar_['N', 'N', 'N', 'N']
BOWYUJ	Fe	3	-1	4	167	Tetrahedral	0.00	('Br', 'Br', 'Br', 'Br')	['Br', 'Br', 'Br', 'Br']	Fe-Br4	5	26	['BOWYUJ', 'XEGLUR', 'QUSDAK', 'SUWDEU', 'QUSCUD', 'LILRUU', 'XUGPUL', 'TEBNAS01', 'JOQDEA']	9	Fe_3_4_Tetrahedral_['Br', 'Br', 'Br', 'Br']
OTOTIB	Fe	3	0	4	325	Tetrahedral	1.58	('Br', 'Br', 'N', 'N')	['Br', 'Br', 'H41-C29-N2']	H41-C29-N2-Fe-Br2	5	26	['OTOTIB']	1	Fe_3_4_Tetrahedral_['Br', 'Br', 'N', 'N']
TOCSOV	Fe	3	-1	4	223	Tetrahedral	0.07	('C', 'C', 'C', 'C')	['H7-C7', 'H7-C7', 'H7-C7', 'H7-C7']	H28-C28-Fe	5	26	['TOCSOV']	1	Fe_3_4_Tetrahedral_['C', 'C', 'C', 'C']
MIVGUV	Fe	3	0	4	177	Tetrahedral	0.17	('C', 'Cl', 'Cl', 'Cl')	['Cl', 'Cl', 'Cl', 'H20-C11-N2']	H20-C11-N2-Cl3-Fe	5	26	['MIVGUV']	1	Fe_3_4_Tetrahedral_['C', 'Cl', 'Cl', 'Cl']
MIVGOP	Fe	3	0	4	241	Tetrahedral	0.13	('C', 'Cl', 'Cl', 'Cl')	['Cl', 'Cl', 'Cl', 'H24-C21-N2']	H24-C21-N2-Cl3-Fe	5	26	['MIVGOP']	1	Fe_3_4_Tetrahedral_['C', 'Cl', 'Cl', 'Cl']
CESZOR	Fe	3	0	4	321	Tetrahedral	0.02	('C', 'Cl', 'Cl', 'Cl')	['Cl', 'Cl', 'Cl', 'H34-C27-N2-Cl2']	H34-C27-N2-Cl5-Fe	5	26	['CESZOR']	1	Fe_3_4_Tetrahedral_['C', 'Cl', 'Cl', 'Cl']
ISIKEA	Fe	3	-1	4	95	Tetrahedral	0.00	('Cl', 'Cl', 'Cl', 'Cl')	['Cl', 'Cl', 'Cl', 'Cl']	Cl4-Fe	5	26	['ISIKEA', 'HAYPAA', 'DUCKIX', 'BOXCUO', 'MEXJEG', 'HUQCEB', 'OPEBIW', 'VUYXOD', 'QEWKOU', 'KUWHOZ01', 'HIRLUS', 'JEJJOY', 'AXOPOU', 'IHEFUY', 'CINTAX', 'DIRKEU10', 'WIMYAV', 'AFIGEE', 'CURBIC', 'ZANRAJ', 'FEGWET', 'GIWCOH', 'KAQJAQ', 'GAYWUB', 'LAZHAX', 'QETPIO', 'IHEGAF', 'LIHYIL', 'POPHEK', 'NEPVIP', 'FADGAS', 'GANQIX', 'WETNAM', 'ITEZUE', 'QALWUY', 'ASEFUA', 'MEWCUO', 'IRIWIR', 'WUGTAW01', 'BALACF', 'GIRTOQ', 'GACSOU', 'CUZKOA02', 'OWICON', 'SOQPOE', 'QEWKUA', 'QEWLAH', 'AHEPOT', 'HEPQUP', 'VUMSII', 'QEWLEL', 'DAXXUW', 'WAZJAK', 'EMETAT', 'QQQAYM05']	55	Fe_3_4_Tetrahedral_['Cl', 'Cl', 'Cl', 'Cl']
ADIGEB	Fe	3	0	4	397	Tetrahedral	0.50	('Cl', 'Cl', 'Cl', 'N')	['Cl', 'Cl', 'Cl', 'H36-C36-N4-O3-S']	H36-C36-N4-O3-S-Cl3-Fe	5	26	['ADIGEB']	1	Fe_3_4_Tetrahedral_['Cl', 'Cl', 'Cl', 'N']
MOBKET	Fe	3	0	4	165	Tetrahedral	0.51	('Cl', 'Cl', 'Cl', 'O')	['Cl', 'Cl', 'Cl', 'H13-C10-N-O']	H13-C10-N-O-Cl3-Fe	5	26	['MOBKET']	1	Fe_3_4_Tetrahedral_['Cl', 'Cl', 'Cl', 'O']
HEZYIW	Fe	3	0	4	165	Tetrahedral	0.55	('Cl', 'Cl', 'Cl', 'O')	['Cl', 'Cl', 'Cl', 'H19-C9-N-O']	H19-C9-N-O-Cl3-Fe	5	26	['HEZYIW']	1	Fe_3_4_Tetrahedral_['Cl', 'Cl', 'Cl', 'O']
DEPBUV	Fe	3	0	4	189	Tetrahedral	0.40	('Cl', 'Cl', 'Cl', 'O')	['Cl', 'Cl', 'Cl', 'H20-C14-O']	H20-C14-O-Cl3-Fe	5	26	['DEPBUV']	1	Fe_3_4_Tetrahedral_['Cl', 'Cl', 'Cl', 'O']
VEMYOB	Fe	3	0	4	117	Tetrahedral	0.39	('Cl', 'Cl', 'Cl', 'O')	['Cl', 'Cl', 'Cl', 'H8-C4-O']	H8-C4-O-Cl3-Fe	5	26	['VEMYOB']	1	Fe_3_4_Tetrahedral_['Cl', 'Cl', 'Cl', 'O']
MADLOV	Fe	3	0	4	271	Tetrahedral	0.61	('Cl', 'Cl', 'N', 'N')	['Cl', 'Cl', 'H25-C23-N2-Cl2']	H25-C23-N2-Cl4-Fe	5	26	['MADLOV']	1	Fe_3_4_Tetrahedral_['Cl', 'Cl', 'N', 'N']
MONZUK	Fe	3	0	4	289	Tetrahedral	1.17	('Cl', 'Cl', 'N', 'N')	['Cl', 'Cl', 'H41-C29-N2']	H41-C29-N2-Cl2-Fe	5	26	['MONZUK']	1	Fe_3_4_Tetrahedral_['Cl', 'Cl', 'N', 'N']
LIBYOM	Fe	3	-1	4	263	Tetrahedral	0.36	('Cl', 'N', 'N', 'N')	['Cl', 'H14-C4-N-Si2', 'H14-C4-N-Si2', 'H14-C4-N-Si2']	H42-C12-N3-Si6-Cl-Fe	5	26	['LIBYOM']	1	Fe_3_4_Tetrahedral_['Cl', 'N', 'N', 'N']
NIYDAB	Fe	3	-1	4	411	Tetrahedral	3.39	('Cl', 'N', 'N', 'N')	['Cl', 'H51-C48-N4']	H51-C48-N4-Cl-Fe	5	26	['NIYDAB']	1	Fe_3_4_Tetrahedral_['Cl', 'N', 'N', 'N']
DABQED	Fe	3	0	4	313	Tetrahedral	0.99	('Cl', 'N', 'N', 'O')	['Cl', 'H41-C29-N2', 'H9-C4-O']	H50-C33-N2-O-Cl-Fe	5	26	['DABQED']	1	Fe_3_4_Tetrahedral_['Cl', 'N', 'N', 'O']
CEXLUN	Fe	3	-1	4	469	Tetrahedral	0.55	('Cl', 'O', 'O', 'O')	['Cl', 'H63-C28-O12-Si7']	H63-C28-O12-Si7-Cl-Fe	5	26	['CEXLUN', 'GUZTOK']	2	Fe_3_4_Tetrahedral_['Cl', 'O', 'O', 'O']
JUWHAK	Fe	3	0	4	249	Tetrahedral	1.09	('I', 'I', 'I', 'O')	['H12-C5-N2-O', 'I', 'I', 'I']	H12-C5-N2-O-Fe-I3	5	26	['JUWHAK']	1	Fe_3_4_Tetrahedral_['I', 'I', 'I', 'O']
SAYMIO	Fe	3	0	4	257	Tetrahedral	0.19	('I', 'I', 'I', 'S')	['H12-C5-N2-S', 'I', 'I', 'I']	H12-C5-N2-S-Fe-I3	5	26	['SAYMIO']	1	Fe_3_4_Tetrahedral_['I', 'I', 'I', 'S']
BOXSAK	Fe	3	-1	4	311	Tetrahedral	1.74	('I', 'I', 'N', 'N')	['H18-C6-N-Si2', 'H18-C6-N-Si2', 'I', 'I']	H36-C12-N2-Si4-Fe-I2	5	26	['BOXSAK']	1	Fe_3_4_Tetrahedral_['I', 'I', 'N', 'N']
ONAPOL	Fe	3	-1	4	299	Tetrahedral	5.93	('N', 'N', 'N', 'N')	['H10-C8-N2-O4-S2', 'H10-C8-N2-O4-S2']	H20-C16-N4-O8-S4-Fe	5	26	['ONAPOL']	1	Fe_3_4_Tetrahedral_['N', 'N', 'N', 'N']
XEPHAC	Fe	3	0	4	411	Tetrahedral	0.60	('N', 'N', 'N', 'N')	['H13-C9-N', 'H16-C10-N', 'H40-C29-N2']	H69-C48-N4-Fe	5	26	['XEPHAC']	1	Fe_3_4_Tetrahedral_['N', 'N', 'N', 'N']
TUZTEO	Fe	3	-1	4	343	Tetrahedral	0.60	('N', 'N', 'N', 'N')	['H18-C9-N', 'H18-C9-N', 'H18-C9-N', 'H18-C9-N']	H72-C36-N4-Fe	5	26	['TUZTEO']	1	Fe_3_4_Tetrahedral_['N', 'N', 'N', 'N']
DABPOM	Fe	3	0	4	425	Tetrahedral	1.19	('N', 'N', 'N', 'O')	['C-O3-F3-S', 'H18-C12-N', 'H41-C29-N2']	H59-C42-N3-O3-F3-S-Fe	5	26	['DABPOM']	1	Fe_3_4_Tetrahedral_['N', 'N', 'N', 'O']
XEMYOG	Fe	3	0	4	569	Tetrahedral	0.95	('N', 'N', 'N', 'O')	['H-O', 'H14-C9-N', 'H49-C66-N2']	H64-C75-N3-O-Fe	5	26	['XEMYOG']	1	Fe_3_4_Tetrahedral_['N', 'N', 'N', 'O']
FIMPOH	Fe	3	0	4	469	Tetrahedral	2.17	('N', 'P', 'P', 'P')	['H15-C10-N', 'H41-B-C45-P3']	H56-B-C55-N-P3-Fe	5	26	['FIMPOH']	1	Fe_3_4_Tetrahedral_['N', 'P', 'P', 'P']
VEYTEA	Fe	3	0	4	335	Tetrahedral	0.41	('O', 'O', 'O', 'O')	['H21-C10-O', 'H21-C10-O', 'H21-C10-O', 'H9-C3-N-O']	H72-C33-N-O4-Fe	5	26	['VEYTEA']	1	Fe_3_4_Tetrahedral_['O', 'O', 'O', 'O']
GOYCII	Fe	3	-1	4	667	Tetrahedral	0.03	('O', 'O', 'O', 'O')	['H30-C36-O4-Si3', 'H30-C36-O4-Si3']	H60-C72-O8-Si6-Fe	5	26	['GOYCII']	1	Fe_3_4_Tetrahedral_['O', 'O', 'O', 'O']
MESROU	Fe	3	-1	4	223	Tetrahedral	0.01	('O', 'O', 'O', 'O')	['H9-C3-O-Si', 'H9-C3-O-Si', 'H9-C3-O-Si', 'H9-C3-O-Si']	H36-C12-O4-Si4-Fe	5	26	['MESROU', 'QEBXEC']	2	Fe_3_4_Tetrahedral_['O', 'O', 'O', 'O']
JURHIN	Fe	3	-1	4	127	Tetrahedral	0.17	('S', 'S', 'S', 'S')	['H3-C-S', 'H3-C-S', 'H3-C-S', 'H3-C-S']	H12-C4-S4-Fe	5	26	['JURHIN']	1	Fe_3_4_Tetrahedral_['S', 'S', 'S', 'S']
ZIXWEK01	Fe	3	-1	4	223	Tetrahedral	0.41	('S', 'S', 'S', 'S')	['H9-C4-S', 'H9-C4-S', 'H9-C4-S', 'H9-C4-S']	H36-C16-S4-Fe	5	26	['ZIXWEK01']	1	Fe_3_4_Tetrahedral_['S', 'S', 'S', 'S']
EWOBEX	Fe	3	0	5	381	Square pyramidal	0.36	('Br', 'C', 'N', 'N', 'N')	['Br', 'H28-C44-N4']	H28-C44-N4-Fe-Br	5	26	['EWOBEX']	1	Fe_3_5_Square pyramidal_['Br', 'C', 'N', 'N', 'N']
GITHIC	Fe	3	0	5	351	Square pyramidal	0.94	('Br', 'N', 'N', 'N', 'N')	['Br', 'H42-C34-N4-S']	H42-C34-N4-S-Fe-Br	5	26	['GITHIC']	1	Fe_3_5_Square pyramidal_['Br', 'N', 'N', 'N', 'N']
QOCDUI01	Fe	3	0	5	337	Square pyramidal	1.87	('Br', 'N', 'N', 'N', 'N')	['Br', 'H44-C34-N4']	H44-C34-N4-Fe-Br	5	26	['QOCDUI01']	1	Fe_3_5_Square pyramidal_['Br', 'N', 'N', 'N', 'N']
VIFKED	Fe	3	0	5	365	Square pyramidal	1.56	('Br', 'N', 'N', 'S', 'S')	['Br', 'H30-C38-N2-S2']	H30-C38-N2-S2-Fe-Br	5	26	['VIFKED']	1	Fe_3_5_Square pyramidal_['Br', 'N', 'N', 'S', 'S']
MANHEQ	Fe	3	-2	5	203	Square pyramidal	0.15	('Br', 'S', 'S', 'S', 'S')	['Br', 'C4-N2-S2', 'C4-N2-S2']	C8-N4-S4-Fe-Br	5	26	['MANHEQ']	1	Fe_3_5_Square pyramidal_['Br', 'S', 'S', 'S', 'S']
DADJEX	Fe	3	0	5	165	Square pyramidal	1.23	('C', 'Cl', 'Cl', 'N', 'N')	['Cl', 'Cl', 'H19-C12-N2']	H19-C12-N2-Cl2-Fe	5	26	['DADJEX']	1	Fe_3_5_Square pyramidal_['C', 'Cl', 'Cl', 'N', 'N']
CUHXAE	Fe	3	0	5	387	Square pyramidal	0.92	('C', 'N', 'N', 'N', 'N')	['H28-C44-N4', 'H5-C6']	H33-C50-N4-Fe	5	26	['CUHXAE']	1	Fe_3_5_Square pyramidal_['C', 'N', 'N', 'N', 'N']
ALALAA	Fe	3	0	5	379	Square pyramidal	0.97	('C', 'N', 'N', 'N', 'N')	['H28-C44-N4', 'H9-C4']	H37-C48-N4-Fe	5	26	['ALALAA']	1	Fe_3_5_Square pyramidal_['C', 'N', 'N', 'N', 'N']
HOGHEQ	Fe	3	0	5	339	Square pyramidal	1.36	('C', 'N', 'N', 'N', 'N')	['H3-C6-F2', 'H36-C32-N4']	H39-C38-N4-F2-Fe	5	26	['HOGHEQ']	1	Fe_3_5_Square pyramidal_['C', 'N', 'N', 'N', 'N']
LEXYUI	Fe	3	0	5	457	Square pyramidal	0.84	('C', 'N', 'N', 'N', 'N')	['H36-C48-N4-O4', 'H9-C5-O']	H45-C53-N4-O5-Fe	5	26	['LEXYUI']	1	Fe_3_5_Square pyramidal_['C', 'N', 'N', 'N', 'N']
EQACEF	Fe	3	-2	5	113	Square pyramidal	0.65	('Cl', 'Cl', 'Cl', 'Cl', 'Cl')	['Cl', 'Cl', 'Cl', 'Cl', 'Cl']	Cl5-Fe	5	26	['EQACEF']	1	Fe_3_5_Square pyramidal_['Cl', 'Cl', 'Cl', 'Cl', 'Cl']
RAKTAA	Fe	3	0	5	309	Square pyramidal	0.42	('Cl', 'Cl', 'N', 'N', 'N')	['Cl', 'Cl', 'H30-C29-N3-O-S']	H30-C29-N3-O-S-Cl2-Fe	5	26	['RAKTAA']	1	Fe_3_5_Square pyramidal_['Cl', 'Cl', 'N', 'N', 'N']
ORIFON	Fe	3	1	5	425	Square pyramidal	1.99	('Cl', 'Cl', 'N', 'N', 'N')	['Cl', 'Cl', 'H51-C49-N3']	H51-C49-N3-Cl2-Fe	5	26	['ORIFON']	1	Fe_3_5_Square pyramidal_['Cl', 'Cl', 'N', 'N', 'N']
FOVJEG	Fe	3	0	5	215	Square pyramidal	0.96	('Cl', 'Cl', 'N', 'N', 'O')	['Cl', 'Cl', 'H13-C20-N2-O']	H13-C20-N2-O-Cl2-Fe	5	26	['FOVJEG']	1	Fe_3_5_Square pyramidal_['Cl', 'Cl', 'N', 'N', 'O']
WUQBAN	Fe	3	0	5	211	Square pyramidal	0.95	('Cl', 'Cl', 'N', 'N', 'O')	['Cl', 'Cl', 'H14-C18-N3-O']	H14-C18-N3-O-Cl2-Fe	5	26	['WUQBAN']	1	Fe_3_5_Square pyramidal_['Cl', 'Cl', 'N', 'N', 'O']
